Time,Source,Destination,Size
1738653983.894014,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8945084,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8949697,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8954482,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8958333,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,89
1738653983.8962228,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,159
1738653983.8966074,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,85
1738653983.8970804,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.897544,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8980339,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8984985,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8989599,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8994386,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.8999093,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.9003832,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.9008524,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.9013104,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.9016325,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9019449,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9022377,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9025295,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9028347,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653983.9032166,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,237
1738653983.9036124,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,128
1738653983.9040077,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,85
1738653983.9043102,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.904605,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9048994,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9052355,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9056425,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9060624,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9063709,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9068818,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.9073641,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.907854,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.9113426,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.9119112,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.9124427,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.913024,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.9135199,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.914023,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.914495,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.91489,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,266
1738653983.9151967,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9154897,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9159648,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.9164462,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.9168975,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.9174955,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.9180443,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.9184937,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.9189713,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.9194367,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.9198964,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.9203684,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.9206643,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9214075,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.921924,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.9223845,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.9228616,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.9233127,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.9237711,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.9243758,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.9248297,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.9253414,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.9258103,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.926125,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9266052,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.92706,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.9275038,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1195
1738653983.9282951,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1514
1738653983.9287415,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9290862,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,66
1738653983.9294615,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,89
1738653983.9297876,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9300802,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9304485,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,159
1738653983.9308085,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,85
1738653983.931097,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.931386,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9317656,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,266
1738653983.932729,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9331622,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,266
1738653983.9334836,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9344606,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,238
1738653983.9351342,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,128
1738653983.9356275,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,85
1738653983.935971,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9362884,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9366126,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9369912,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,89
1738653983.937302,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.93769,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,159
1738653983.9380774,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,85
1738653983.9384024,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9387202,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9391558,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,237
1738653983.939547,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,128
1738653983.9398456,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9401786,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.940487,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653983.940861,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,118
1738653983.9412272,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,134
1738653983.9416142,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,187
1738653983.9419832,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,134
1738653983.9423513,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,85
1738653983.9427602,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,187
1738653983.943132,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,118
1738653983.9434974,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,118
1738653983.9438775,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,85
1738653983.9441793,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9445558,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,89
1738653983.944947,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,159
1738653983.9453177,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,85
1738653983.9456158,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9459074,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9462135,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9466765,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,237
1738653983.9470606,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,128
1738653983.9473567,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9476683,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.94803,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,85
1738653983.9483995,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,89
1738653983.9487379,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9490464,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9494288,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,159
1738653983.949791,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,85
1738653983.9501026,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9504023,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9571273,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,118
1738653983.9608486,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,118
1738653983.9623728,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,225
1738653983.9628952,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,128
1738653983.9632576,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.963579,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9673727,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,237
1738653983.9679081,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,128
1738653983.9682372,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9685364,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653983.9707162,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,85
1738653983.9722676,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,134
1738653983.9727135,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,187
1738653983.9731567,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,85
1738653983.9735477,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,134
1738653983.9739156,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,134
1738653983.9742882,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,85
1738653983.974674,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,85
1738653983.9749966,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653983.9753964,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,85
1738653983.9766436,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,85
1738653983.9788902,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,134
1738653983.9997838,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,238
1738653984.0003679,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,128
1738653984.0007033,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653984.0010717,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,98
1738653984.0014458,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,159
1738653984.0018258,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,85
1738653984.0021918,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,85
1738653984.00249,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.0028229,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.003187,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.003496,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.0038373,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.004129,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.005764,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,85
1738653984.0061462,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.0102,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,225
1738653984.0106938,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,128
1738653984.011066,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.0114498,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.0256348,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,85
1738653984.0261962,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,177
1738653984.0278623,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,187
1738653984.0329049,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,85
1738653984.0336237,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,85
1738653984.0356243,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,85
1738653984.0359874,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653984.0364628,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,189
1738653984.036829,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.0372355,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,118
1738653984.0376296,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,118
1738653984.038113,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,134
1738653984.0390825,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653984.0394793,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653984.0398388,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653984.0401533,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653984.0404522,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653984.0414271,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,108
1738653984.0422745,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,134
1738653984.0452042,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,187
1738653984.0534637,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,89
1738653984.0539253,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,186
1738653984.0546217,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.0550036,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653984.0554845,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,159
1738653984.0558562,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,85
1738653984.0564938,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,89
1738653984.0569274,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.0572813,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.0575836,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.0580134,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,159
1738653984.0584116,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,85
1738653984.0588048,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.0591054,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.0654657,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,238
1738653984.0659223,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,128
1738653984.0663269,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,85
1738653984.0667236,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,89
1738653984.0671442,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.0674531,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.0677505,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.0680404,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.0684242,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,85
1738653984.0692875,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,159
1738653984.0697465,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,85
1738653984.0701106,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.0704162,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.0721033,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,89
1738653984.0725965,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.0730681,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,159
1738653984.0734653,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,85
1738653984.0737839,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.0740864,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.0865102,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653984.0911427,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,225
1738653984.091617,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,128
1738653984.0919797,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.0922887,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.092721,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,85
1738653984.0958655,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,85
1738653984.0963433,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.0990171,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653984.099579,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,89
1738653984.0999513,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.1005952,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,159
1738653984.1043146,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,85
1738653984.1047132,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.1050553,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.114603,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,240
1738653984.115099,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,289
1738653984.1207843,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653984.131043,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653984.1462011,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653984.1466846,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,89
1738653984.1470397,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653984.1477618,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,89
1738653984.1482687,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,449
1738653984.1488163,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,445
1738653984.1492548,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,77
1738653984.1498113,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1503272,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1507306,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,77
1738653984.1512182,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1517274,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.152163,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,242
1738653984.1526825,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1531894,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1536562,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.1539874,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.1543255,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.1553988,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.15579,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.1561077,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.1564476,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.1567435,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.1570666,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.1575987,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.158159,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1586933,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1592093,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.159583,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.160083,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1605892,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.161099,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1615942,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1619582,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.16246,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.162969,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1633325,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.1697054,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1702464,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1706147,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.1711419,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1716957,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1720052,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.1725733,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1730573,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1733873,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.1751568,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1757615,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1761324,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.177552,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1780996,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.178474,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.179949,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1805,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1808813,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.1820393,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1825535,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1829033,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.1835618,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1844656,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1849453,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.1854959,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.186027,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1864192,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.189075,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1896322,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1901166,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1906197,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1910777,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1915276,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1918657,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.1923382,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1928053,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.193106,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.1937997,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1942606,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1947112,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1951737,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.195501,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.195791,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,54
1738653984.19836,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1989295,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.1993818,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,706
1738653984.199911,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,1446
1738653984.2002547,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653984.2005696,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,66
1738653984.2008681,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
1738653985.044065,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,55
1738653985.0681987,cc:4e:24:dd:77:fa,6c:f6:da:80:61:1e,66
1738653985.385397,6c:f6:da:80:61:1e,cc:4e:24:dd:77:fa,54
